B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
S096,121.33654,30.71778
B5923,121.345245,30.710699
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
B7768,121.2873,30.695353
