B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B2461,121.197189,31.779171
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B2461,121.197189,31.779171
B3058,121.229614,31.832016
B2461,121.197189,31.779171
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B2461,121.197189,31.779171
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B3058,121.229614,31.832016
B2461,121.197189,31.779171
B3058,121.229614,31.832016
