B0148,121.544319,31.283875
B0148,121.544319,31.283875
B8215,121.504677,31.278322
B8215,121.504677,31.278322
S248,121.42448,31.2649
S248,121.42448,31.2649
B7227,121.423248,31.261887
S248,121.42448,31.2649
S248,121.42448,31.2649
B4578,121.428612,31.247433
S274,121.42942,31.24686
B2895,121.439369,31.2875
S276,121.4302,31.27961
S276,121.4302,31.27961
B2635,121.433807,31.252005
S284,121.43128,31.24944
B0993,121.432709,31.249454
S285,121.43142,31.27319
B1005,121.442955,31.252914
S306,121.43849,31.24515
B2635,121.433807,31.252005
S306,121.43849,31.24515
B3743,121.440239,31.245634
S306,121.43849,31.24515
B8645,121.438026,31.245598
S306,121.43849,31.24515
B7123,121.435089,31.275581
S312,121.43974,31.27128
B5691,121.443916,31.266333
S323,121.44524,31.26617
B8902,121.445953,31.283606
S323,121.44524,31.26617
B4381,121.447197,31.293936
S328,121.4488,31.29898
B6877,121.456482,31.280043
S329,121.44917,31.27009
B2955,121.452629,31.280823
S335,121.45148,31.2828
B3468,121.449608,31.270027
S335,121.45148,31.2828
B6932,121.447098,31.286261
S335,121.45148,31.2828
B7554,121.452202,31.287878
S335,121.45148,31.2828
B7600,121.448143,31.280117
S335,121.45148,31.2828
B7707,121.449989,31.283613
S335,121.45148,31.2828
B1006,121.447327,31.283365
S336,121.45156,31.28303
B2955,121.452629,31.280823
S336,121.45156,31.28303
B6877,121.456482,31.280043
S336,121.45156,31.28303
B1516,121.457222,31.243807
B3921,121.486832,31.233156
B5474,121.506516,31.294493
B7707,121.449989,31.283613
S356,121.4614,31.27443
B7454,121.467529,31.265385
S364,121.46757,31.26544
B6006,121.466743,31.267473
S366,121.4699,31.25912
B4635,121.468407,31.244059
S369,121.47167,31.25266
B0008,121.491043,31.279089
S371,121.47566,31.26829
S371,121.47566,31.26829
B7011,121.479141,31.262785
S373,121.47615,31.25225
S375,121.47807,31.23362
B4376,121.481354,31.232767
S375,121.47807,31.23362
B3887,121.481728,31.274746
S377,121.47866,31.26724
B4485,121.478508,31.270475
S377,121.47866,31.26724
B5820,121.467056,31.287855
S377,121.47866,31.26724
B3641,121.484627,31.251076
S383,121.48203,31.26577
B6006,121.466743,31.267473
S383,121.48203,31.26577
B4780,121.485725,31.242512
S384,121.48355,31.23446
S385,121.48444,31.23176
S385,121.48444,31.23176
B2414,121.486221,31.282282
S387,121.48524,31.2823
B3978,121.482391,31.282417
S387,121.48524,31.2823
B5343,121.484337,31.252512
S388,121.48575,31.27932
B2822,121.487427,31.270247
S393,121.49081,31.27956
B2233,121.481697,31.29063
S395,121.49135,31.29349
B4356,121.504906,31.288074
S395,121.49135,31.29349
B5474,121.506516,31.294493
S395,121.49135,31.29349
S395,121.49135,31.29349
B6259,121.491501,31.293869
S397,121.49267,31.28067
B2670,121.490494,31.290937
S398,121.49323,31.29253
B6673,121.495865,31.29483
S400,121.49554,31.29474
S401,121.49599,31.29485
B3852,121.507774,31.2904
S401,121.49599,31.29485
B5474,121.506516,31.294493
S401,121.49599,31.29485
B7252,121.500397,31.290613
S401,121.49599,31.29485
S407,121.49732,31.22511
B6736,121.49897,31.282709
S408,121.49953,31.27624
B0935,121.49662,31.270864
S408,121.49953,31.27624
B3701,121.491364,31.305891
S410,121.5018,31.2752
B0147,121.511154,31.261824
S412,121.50286,31.26263
B2783,121.496132,31.2565
S412,121.50286,31.26263
B6055,121.503189,31.262659
S412,121.50286,31.26263
B1442,121.507874,31.299892
S414,121.5053,31.29518
S414,121.5053,31.29518
B5474,121.506516,31.294493
S414,121.5053,31.29518
B6259,121.491501,31.293869
S414,121.5053,31.29518
B7377,121.4981,31.299238
S414,121.5053,31.29518
B9177,121.500221,31.280058
S414,121.5053,31.29518
B2276,121.508797,31.297123
S415,121.50558,31.29501
B5474,121.506516,31.294493
S415,121.50558,31.29501
B6825,121.515984,31.30197
S415,121.50558,31.29501
B7377,121.4981,31.299238
S415,121.50558,31.29501
B2984,121.501595,31.286989
S419,121.5064,31.29453
